"return_id","return_type","market","partner","logistics_provider","owner","status","created_date","due_date","last_update_date","closed_date","item_description","quantity","value_eur","currency","delay_reason","notes","source_label"
"DXR-2437","Service part","Italy","Clinica Nord IT","BritShip Medical","Luca Romano","Awaiting market action","2026-06-22","2026-07-16","2026-06-25","","Detector calibration kit","5","44116","EUR","Pickup reschedule","Synthetic record: pickup reschedule noted for Italy return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2438","Service part","United Kingdom","NHS Trust Demo","NordicRoute AB","Sarah Collins","Inspection pending","2026-06-11","2026-06-30","2026-06-22","","CT collimator module","6","45747","EUR","Commodity code mismatch","Synthetic record: commodity code mismatch noted for United Kingdom return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2439","Finished device","Sweden","Nordic Care SE","EastMed Transport","Erik Lind","Customs hold","2026-05-31","2026-06-14","2026-07-07","","Anesthesia workstation","1","42978","EUR","Disposition pending","Synthetic record: disposition pending noted for Sweden return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2440","Service part","Belgium","BeLux Diagnostics","Atlantic MedFreight","Marie Dubois","In transit","2026-05-20","2026-05-29","2026-07-04","","Power distribution board","2","41809","EUR","Carrier handoff","Synthetic record: carrier handoff noted for Belgium return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2441","Service part","Austria","Alpen Klinik AT","Alpine Freight AG","Thomas Gruber","Pickup pending","2026-05-09","2026-05-13","2026-07-01","","X-ray detector module","3","43440","EUR","Border processing","Synthetic record: border processing noted for Austria return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2442","Finished device","Poland","Warsaw Health PL","TransLine Europe","Piotr Nowak","Closed","2026-04-28","2026-04-27","2026-06-28","2026-04-27","Defibrillator system","4","47871","EUR","Missing local approval","Synthetic record: missing local approval noted for Poland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2443","Service part","Denmark","Copenhagen Imaging","NorthSea Freight","Freja Hansen","Received","2026-04-17","2026-05-15","2026-06-25","","MRI cooling pump","5","46702","EUR","Missing due date","Synthetic record: missing due date noted for Denmark return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2444","Service part","Ireland","Dublin Care IE","EuroRoute Logistics","Niamh Byrne","Return authorized","2026-06-29","2026-07-22","2026-06-22","","CT gantry sensor","6","48333","EUR","Normal processing","Synthetic record: normal processing noted for Ireland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2445","Finished device","Switzerland","Swiss Imaging AG","MedMove Logistics","Lena Meier","Awaiting market action","2026-06-18","","2026-07-07","","Mobile C-arm","1","45564","EUR","Missing due date","Synthetic record: missing due date noted for Switzerland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2446","Service part","Portugal","Lisbon Diagnostics","BritShip Medical","Ines Silva","Inspection pending","2026-06-07","2026-06-20","2026-07-04","","Gradient amplifier card","2","44395","EUR","Normal transit","Synthetic record: normal transit noted for Portugal return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2447","Service part","Norway","Oslo Care NO","NordicRoute AB","Kari Olsen","Customs hold","2026-05-27","2026-06-04","2026-07-01","","Detector calibration kit","3","46026","EUR","Missing export document","Synthetic record: missing export document noted for Norway return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2448","Finished device","Finland","Helsinki Imaging","EastMed Transport","Aino Virtanen","In transit","2026-05-16","2026-05-19","2026-06-28","","Telemetry station","4","50457","EUR","Inspection queue","Synthetic record: inspection queue noted for Finland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2449","Service part","Germany","MedServ DE","Atlantic MedFreight","Anna Keller","Pickup pending","2026-05-05","2026-05-03","2026-06-25","","MRI RF coil","5","49288","EUR","Inspection backlog","Synthetic record: inspection backlog noted for Germany return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2450","Service part","Netherlands","Hospital Partner NL","Alpine Freight AG","Joost Vermeer","Closed","2026-04-24","2026-05-21","2026-06-22","2026-05-21","Power distribution board","6","50919","EUR","Awaiting pickup window","Synthetic record: awaiting pickup window noted for Netherlands return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2451","Finished device","France","BioClinique FR","TransLine Europe","Claire Martin","Received","2026-04-13","2026-05-05","2026-07-07","","Patient monitor unit","1","48150","EUR","Pickup missed","Synthetic record: pickup missed noted for France return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2452","Service part","Spain","Iberia Health","NorthSea Freight","Marta Ruiz","Return authorized","2026-06-25","2026-07-12","2026-07-04","","Ultrasound probe assembly","2","46981","EUR","Customer site access","Synthetic record: customer site access noted for Spain return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2453","Service part","Italy","Clinica Nord IT","EuroRoute Logistics","Luca Romano","Awaiting market action","2026-06-14","2026-06-26","2026-07-01","","MRI cooling pump","3","48612","EUR","Pickup capacity","Synthetic record: pickup capacity noted for Italy return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2454","Finished device","United Kingdom","NHS Trust Demo","MedMove Logistics","Sarah Collins","Inspection pending","2026-06-03","2026-06-10","2026-06-28","","Respiratory monitor","4","53043","EUR","Receiving backlog","Synthetic record: receiving backlog noted for United Kingdom return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2455","Service part","Sweden","Nordic Care SE","BritShip Medical","Erik Lind","Customs hold","2026-05-23","2026-05-25","2026-06-25","","Image reconstruction board","5","51874","EUR","Pickup reschedule","Synthetic record: pickup reschedule noted for Sweden return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2456","Service part","Belgium","BeLux Diagnostics","NordicRoute AB","Marie Dubois","In transit","2026-05-12","2026-05-09","2026-06-22","","Gradient amplifier card","6","53505","EUR","Commodity code mismatch","Synthetic record: commodity code mismatch noted for Belgium return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2457","Finished device","Austria","Alpen Klinik AT","EastMed Transport","Thomas Gruber","Pickup pending","2026-05-01","2026-05-27","2026-07-07","","Patient telemetry receiver","1","50736","EUR","Disposition pending","Synthetic record: disposition pending noted for Austria return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2458","Service part","Poland","Warsaw Health PL","Atlantic MedFreight","Piotr Nowak","Closed","2026-04-20","2026-05-11","2026-07-04","2026-05-11","CT collimator module","2","49567","EUR","Carrier handoff","Synthetic record: carrier handoff noted for Poland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2459","Service part","Denmark","Copenhagen Imaging","Alpine Freight AG","Freja Hansen","Received","2026-04-09","2026-04-25","2026-07-01","","MRI RF coil","3","51198","EUR","Border processing","Synthetic record: border processing noted for Denmark return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2460","Finished device","Ireland","Dublin Care IE","TransLine Europe","Niamh Byrne","Return authorized","2026-06-21","2026-07-02","2026-06-28","","Vital signs monitor","4","55629","EUR","Missing local approval","Synthetic record: missing local approval noted for Ireland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2461","Service part","Switzerland","Swiss Imaging AG","NorthSea Freight","Lena Meier","Awaiting market action","2026-06-10","2026-06-16","2026-06-25","","X-ray detector module","5","54460","EUR","Missing due date","Synthetic record: missing due date noted for Switzerland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2462","Service part","Portugal","Lisbon Diagnostics","EuroRoute Logistics","Ines Silva","Inspection pending","2026-05-30","2026-05-31","2026-06-22","","Ultrasound probe assembly","6","56091","EUR","Normal processing","Synthetic record: normal processing noted for Portugal return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2463","Finished device","Norway","Oslo Care NO","MedMove Logistics","Kari Olsen","Customs hold","2026-05-19","2026-05-15","2026-07-07","","Portable ultrasound unit","1","53322","EUR","Awaiting packaging","Synthetic record: awaiting packaging noted for Norway return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2464","Service part","Finland","Helsinki Imaging","BritShip Medical","Aino Virtanen","In transit","2026-05-08","2026-06-02","2026-07-04","","CT gantry sensor","2","52153","EUR","Normal transit","Synthetic record: normal transit noted for Finland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2465","Service part","Germany","MedServ DE","NordicRoute AB","Anna Keller","Pickup pending","2026-04-27","2026-05-17","2026-07-01","","Image reconstruction board","3","53784","EUR","Missing export document","Synthetic record: missing export document noted for Germany return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2466","Finished device","Netherlands","Hospital Partner NL","EastMed Transport","Joost Vermeer","Closed","2026-04-16","2026-05-01","2026-06-28","2026-05-01","Emergency care display","4","58215","EUR","Inspection queue","Synthetic record: inspection queue noted for Netherlands return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2467","Service part","France","BioClinique FR","Atlantic MedFreight","Claire Martin","Received","2026-06-28","2026-07-08","2026-06-25","","Detector calibration kit","5","57046","EUR","Inspection backlog","Synthetic record: inspection backlog noted for France return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2468","Service part","Spain","Iberia Health","Alpine Freight AG","Marta Ruiz","Return authorized","2026-06-17","2026-06-22","2026-06-22","","CT collimator module","6","58677","EUR","Awaiting pickup window","Synthetic record: awaiting pickup window noted for Spain return; generated for scale testing only.","Synthetic generated demo data"
"DXR-2469","Finished device","Italy","Clinica Nord IT","TransLine Europe","Luca Romano","Awaiting market action","2026-06-06","2026-06-06","2026-07-07","","Anesthesia workstation","1","55908","EUR","Pickup missed","Synthetic record: pickup missed noted for Italy return; generated for scale testing only.","Synthetic generated demo data"
